EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
519310,DALLAS CO.,(DAL)LOVE FLD DALLAS,05/08/2014,1420,Hail,0.88, ,0,0,0,0,TX,CST-6, ,85531,C,113,FWD,0,0,Trained Spotter, , , ,0,N,0,N,(DAL)LOVE FLD DALLAS,32.85,-96.85,32.85,-96.85,"Nickel sized hail was reported near Dallas Love Field (KDAL).","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",12
522639,DALLAS CO.,(DAL)LOVE FLD DALLAS,05/08/2014,1428,Thunderstorm Wind,61.00, ,0,0,50000,0,TX,CST-6,MG,85531,C,113,FWD,0,0,Other Federal Agency, , , ,0,N,0,N,(DAL)LOVE FLD DALLAS,32.85,-96.85,32.85,-96.85,"Seventy mph winds were measured by a low level wind shear sensor on Dallas Love Field (KDAL). A semi-truck trailer was flipper over in the area. Trees in the area were uprooted, shingles were peeled off roofs, power lines were down, and fences and sheds were damaged.","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",13
522643,DALLAS CO.,HIGHLAND PARK,05/08/2014,1433,Thunderstorm Wind,56.00, ,0,0,60000,0,TX,CST-6,EG,85531,C,113,FWD,0,0,Newspaper, , , ,2,WSW,2,WSW,HIGHLAND PARK,32.8102,-96.8028,32.8102,-96.8028,"Thunderstorm winds knocked down trees in Oak Lawn. Some of the trees were over a century old. Numerous power outages were reported across the Oak Lawn and surrounding areas.","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",14
519308,DALLAS CO.,HIGHLAND PARK,05/08/2014,1437,Thunderstorm Wind,56.00, ,0,0,60000,0,TX,CST-6,EG,85531,C,113,FWD,0,0,Trained Spotter, , , ,0,N,0,N,HIGHLAND PARK,32.82,-96.77,32.82,-96.77,"Thunderstorm winds knocked down trees in Highland Park. On Winston Street near Stonewall Jackson Elementary, an uprooted tree crushed 2 cars. Numerous power outages were reported across the Highland Park and surrounding areas.","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",15
519309,DALLAS CO.,SAYENE,05/08/2014,1450,Thunderstorm Wind,52.00, ,0,0,30000,0,TX,CST-6,EG,85531,C,113,FWD,0,0,Social Media, , , ,0,N,0,N,SAYENE,32.77,-96.68,32.77,-96.68,"Several trees were knocked down in the east Dallas area and around the White Rock area. Thunderstorm winds knocked a tree down onto a car approximately 6 miles east of Dallas. A tree fell on the overhead power lines for the DART train service near the White Rock Station.","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",16
523009,DALLAS CO.,LAKEVIEW,05/08/2014,1519,Flash Flood, , ,0,0,25000,0,TX,CST-6, ,85531,C,113,FWD,0,0,Newspaper,Heavy Rain, , ,2,SE,1,NE,WHEATLAND AREA,32.6765,-96.931,32.6396,-96.806,"Heavy rainfall resulted in the flooding of several roads around Dallas. In particular, several roads in the Preston Hollow and Oak Cliff areas were flooded. Flooding was also reported along Loop 12 on the west side of town.","Large scale lift ahead of an upper level shortwave, combined with ample instability and adequate moisture across the region, resulted in numerous thunderstorms across the region. Scattered convection developed in the afternoon hours but a linear MCS had formed by the late afternoon hours. Hail up to the size of golf balls was reported but the most significant damage occurred in Dallas County due to damaging wind gusts. A weak tornado produced minor damage in west Dallas, but damaging downburst winds produced numerous tree damage and brought down power lines across areas in and around the city of Dallas. Heavy rainfall also produced flash flooding in Dallas and also in Hunt County. One fatality was reported in the Dallas area due to a car crash on a wet roadway.",17
521647,DALLAS CO.,FLORENCE HILL,05/12/2014,1449,Hail,1.00, ,0,0,0,0,TX,CST-6, ,85532,C,113,FWD,0,0,Social Media, , , ,2,SSW,2,SSW,FLORENCE HILL,32.6377,-97.012,32.6377,-97.012,"Quarter sized hail was covering the ground near Joe Pool Lake.","A large MCS developed along a cold front and moved across the entire region. Storms within in the MCS produced small hail, damaging winds and flash flooding.",18
521651,DALLAS CO.,FLORENCE HILL,05/12/2014,1502,Hail,1.75, ,0,0,15000,0,TX,CST-6, ,85532,C,113,FWD,0,0,Social Media, , , ,2,SSW,2,SSW,FLORENCE HILL,32.6385,-97.0186,32.6385,-97.0186,"Golf ball sized hail was reported at Joe Pool Lake.","A large MCS developed along a cold front and moved across the entire region. Storms within in the MCS produced small hail, damaging winds and flash flooding.",19
519267,DALLAS CO.,(DFW)DALLAS-FT WORTH,05/25/2014,1425,Thunderstorm Wind,50.00, ,0,0,4000,0,TX,CST-6,MG,85534,C,113,FWD,0,0,ASOS, , , ,0,N,0,N,(DFW)DALLAS-FT WORTH,32.9,-97.03,32.9,-97.03,"The automated weather station at DFW International Airport (KDFW) measured a 50 kt wind gust.","A summertime-type thunderstorm produced a 58 mph downburst that was measured at DFW Airport (KDFW).",20
527133,DALLAS (ZONE), ,06/01/2014,0,Drought, , ,0,0,0,2000,TX,CST-6, ,87299,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"Dallas County spent all of June 2014 with Extreme/D3 drought conditions over the northwestern half of the county and Severe/D2 across the southeastern half.","A slight improvement in drought conditions occurred over the south-central and southeastern counties, while the rest of the region remained mostly unchanged in the Severe and Extreme drought categories.",21
535588,DALLAS (ZONE), ,07/01/2014,0,Drought, , ,0,0,0,3000,TX,CST-6, ,88541,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"According to the US Drought Monitor, D2/Severe and D3/Extreme drought conditions persisted across Dallas County through the month. The D3 conditions occurred across the northwestern parts of the county.","Significant drought conditions persisted in the northwestern quadrant of the CWA where rainfall totals averaged less than 2-3 inches. Heavy rains fell across areas mainly north to east of the DFW Metroplex where an average of 5-10 of rain was recorded. Some lakes in this area saw significant rises on the lake levels. Drought conditions saw some improvement in these areas but not in all counties. Elsewhere, rainfall totals were minimal, averaging less than 2-3 inches, and the drought conditions did not change much.",22
536563,DALLAS CO.,(RBD)REDBIRD ARPT DA,07/14/2014,1549,Thunderstorm Wind,52.00, ,0,0,40000,0,TX,CST-6,EG,87809,C,113,FWD,0,0,Broadcast Media, , , ,2,ENE,2,S,OAK CLIFF,32.6863,-96.8399,32.6849,-96.8269,"Trees were knocked down onto cars and roofs in an area of Dallas bound by Oak Park Drive, South Polk Street, and Town Creek Dr. Damage occurred to several cars, and a hole was punctured in the roof of at least one home.","Thunderstorms developed along a weak front as it moved south through the region. Some of the storms produced damaging winds in and around the Dallas Metroplex.",23
533850,DALLAS CO.,SEAGOVILLE,07/14/2014,1732,Thunderstorm Wind,56.00, ,0,0,5000,0,TX,CST-6,MG,87809,C,113,FWD,0,0,Amateur Radio, , , ,0,N,0,N,SEAGOVILLE,32.63,-96.53,32.63,-96.53,"A 65 mph wind gust was measured in Seagoville. Large tree limbs were damaged.","Thunderstorms developed along a weak front as it moved south through the region. Some of the storms produced damaging winds in and around the Dallas Metroplex.",24
540274,DALLAS (ZONE), ,08/01/2014,0,Drought, , ,0,0,0,1000,TX,CST-6, ,88877,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"According to the US Drought Monitor, Extreme/D3 and Severe/D2 drought conditions persisted across Dallas County through the first half of the month. Some improvement was noted around the middle of the month following some much needed rain; however, Severe drought conditions persisted over the western half of the county through the end of the month as hot and dry weather returned to the region.","Severe to Exceptional drought conditions were confined mainly to the northwestern half of North Texas during August 2014. Some improvement to the drought conditions was noted north of the DFW area in the first half of the month following a few episodes of rain, but conditions quickly deteriorated again by the end of the month as hot and dry weather returned.",25
540082,DALLAS CO.,(DAL)LOVE FLD DALLAS,08/16/2014,1500,Thunderstorm Wind,56.00, ,0,0,500,0,TX,CST-6,EG,89717,C,113,FWD,0,0,Social Media, , , ,2,SSE,2,SSE,(DAL)LOVE FLD DALLAS,32.8202,-96.8276,32.8202,-96.8276,"A Twitter photo was posted that showed a very large tree blown over on Stoneleigh Ave., southeast of Dallas Love Field airport.","Scattered to numerous thunderstorms developed in an unstable environment aided by diffluence aloft and differential heating. Most of the thunderstorms occurred along a line from Stephenville to Dallas to Cooper. A few of the thunderstorms produced damaging winds that caused minor damage but did tear the roof off one business in Johnson County.",26
540083,DALLAS CO.,UNIVERSITY PARK,08/16/2014,1505,Thunderstorm Wind,52.00, ,0,0,2000,0,TX,CST-6,EG,89717,C,113,FWD,0,0,Public, , , ,0,SSE,0,SSE,UNIVERSITY PARK,32.8642,-96.7671,32.8642,-96.7671,"Numerous power lines were reported as being knocked down along Greenville Ave in North Dallas. Some vehicles may have also been damaged in that area as well. The Dallas Morning News also reported that 2 transformers were knocked down on Greenville Ave.","Scattered to numerous thunderstorms developed in an unstable environment aided by diffluence aloft and differential heating. Most of the thunderstorms occurred along a line from Stephenville to Dallas to Cooper. A few of the thunderstorms produced damaging winds that caused minor damage but did tear the roof off one business in Johnson County.",27
542971,DALLAS (ZONE), ,09/01/2014,0,Drought, , ,0,0,5000,0,TX,CST-6, ,90424,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"According to the US Drought Monitor, Dallas County was under D2/Severe drought conditions this month, but D3/Extreme conditions spread across most of the county near the end of the month.","Severe to Exceptional Drought conditions continued across the northwestern half of the region for most of September 2014. However, little rain through the month resulted in deteriorating conditions across a larger part of the region. Across the northwestern portions of the CWA, rainfall totals this month were mostly less than 1.5 inches. By the end of the month, Exceptional drought conditions had spread into Palo Pinto, Parker, Hood and Tarrant counties. This was the first time since 2011 Tarrant County was classified in Exceptional Drought.",28
544785,DALLAS (ZONE), ,10/01/2014,0,Drought, , ,0,0,0,5000,TX,CST-6, ,90361,Z,119,FWD,0,0,Drought Monitor, , , , , , , , , , , , ,"Dallas County was classified by the U.S. Drought Monitor as remaining predominantly under Severe/D3 drought conditions for all of October 2014.","Precipitation was near-normal overall across north Texas in October. Certain areas experienced below normal precipitation for the month, which aggravated the prolonged drought conditions.",29
545098,DALLAS CO.,UNIVERSITY PARK,10/02/2014,1520,Thunderstorm Wind,50.00, ,0,0,0,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Amateur Radio, , , ,1,SSE,1,SSE,UNIVERSITY PARK,32.8572,-96.766,32.8572,-96.766,"Amateur radio reported 3 inch diameter limbs down at the intersection of Amesbury Drive and Southwestern Blvd in Dallas, TX.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",30
545008,DALLAS CO.,LAKEVIEW,10/02/2014,1520,Thunderstorm Wind,60.00, ,0,0,10000,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Social Media, , , ,1,NNE,1,NNE,LAKEVIEW,32.7089,-96.9462,32.7089,-96.9462,"A report was received via social media of multiple trees down, broken windows, and siding ripped off the side of a building at Dallas Baptist University.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",31
545000,DALLAS CO.,LAKEVIEW,10/02/2014,1520,Thunderstorm Wind,60.00, ,0,0,5000,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Amateur Radio, , , ,1,NNE,1,NNE,LAKEVIEW,32.7084,-96.9468,32.7084,-96.9468,"Amateur radio reported that structural damage to a building occurred as a result of thunderstorm winds on the campus of Dallas Baptist University.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",32
545002,DALLAS CO.,(DAL)LOVE FLD DALLAS,10/02/2014,1522,Thunderstorm Wind,56.00, ,0,0,0,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Amateur Radio, , , ,0,N,0,N,(DAL)LOVE FLD DALLAS,32.85,-96.85,32.85,-96.85,"Amateur radio reported a wind gust of 65 MPH near Dallas Love Field.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",33
545100,DALLAS CO.,OAK CLIFF,10/02/2014,1525,Thunderstorm Wind,50.00, ,0,0,5000,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Amateur Radio, , , ,2,NNE,2,NNE,OAK CLIFF,32.742,-96.8136,32.742,-96.8136,"Amateur radio reported that multiple trees were blown down and the power knocked out at the Dallas Zoo.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",34
545003,DALLAS CO.,(RBD)REDBIRD ARPT DA,10/02/2014,1528,Thunderstorm Wind,57.00, ,0,0,0,0,TX,CST-6,MG,90536,C,113,FWD,0,0,ASOS, , , ,0,S,0,S,(RBD)REDBIRD ARPT DA,32.68,-96.87,32.68,-96.87,"A 66 MPH wind gust was reported at Dallas Executive Airport.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",35
545004,DALLAS CO.,(DAL)LOVE FLD DALLAS,10/02/2014,1534,Thunderstorm Wind,58.00, ,0,0,0,0,TX,CST-6,MG,90536,C,113,FWD,0,0,ASOS, , , ,0,N,0,N,(DAL)LOVE FLD DALLAS,32.85,-96.85,32.85,-96.85,"A 67 MPH thunderstorm wind gust was reported at Dallas Love Field.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",36
545106,DALLAS CO.,GARLAND,10/02/2014,1535,Thunderstorm Wind,50.00, ,0,0,5000,0,TX,CST-6,EG,90536,C,113,FWD,0,0,Emergency Manager, , , ,0,N,0,N,GARLAND,32.92,-96.63,32.92,-96.63,"Emergency management reported several mature trees and numerous power outages throughout south and central portions of Garland, TX.","Thunderstorms developed across north Texas around midday Thursday as a cold front plowed into a warm, moist and unstable air mass in place across the region. Storms began scattered in nature near the Red River and extended south-southwest to just west of the Dallas-Fort Worth Metroplex along the front. Activity intensified as the front pushed southeast into the Metroplex, with storms becoming severe and producing a large swath of wind damage along the I-20 corridor. Large hail along with damaging winds also occurred in northern portions of the Metro area in Denton County. Storms eventually organized into a squall line, which produced additional areas of wind damage farther south across central and southern portion of the region.",37
545048,DALLAS CO.,ALPHA,10/06/2014,354,Hail,0.75, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Public, , , ,1,E,1,E,ALPHA,32.93,-96.78,32.93,-96.78,"Penny to dime sized hail was reported just north of the Galleria in far north Dallas.","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",38
545049,DALLAS CO.,ALPHA,10/06/2014,357,Hail,0.75, ,0,0,0,0,TX,CST-6, ,90720,C,113,FWD,0,0,Broadcast Media, , , ,2,NE,2,NE,ALPHA,32.95,-96.77,32.95,-96.77,"A reporter observed penny sized hail in north Dallas on Preston Road, one half mile south of the Collin County line.","An upper level disturbance dropped south-southeast from the Central Plains into north Texas, bringing scattered showers and thunderstorms to the region late Monday night into early Tuesday. Several reports of marginally severe hail were received near the Metroplex and areas southeast.",39
